director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,title_year,director_genre_actors
Sidney Lumet,Peter Dinklage,Vin Diesel,Alex Rocco,Biography Comedy Crime Drama,Find Me Guilty,2006.0,Sidney Lumet Peter Dinklage  Vin Diesel Alex Rocco Biography Comedy Crime Drama
Stephen Chbosky,Logan Lerman,Ezra Miller,Kate Walsh,Drama Romance,The Perks of Being a Wallflower,2012.0,Stephen Chbosky Logan Lerman  Ezra Miller Kate Walsh Drama Romance
Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,Action,Excessive Force,1993.0,Jon Hess Burt Young  Ian Gomez Thomas Ian Griffith Action
Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,Biography Crime Drama,Infamous,2006.0,Douglas McGrath Toby Jones  Isabella Rossellini Hope Davis Biography Crime Drama
Michael Winterbottom,Milla Jovovich,Sarah Polley,Shirley Henderson,Drama Romance Western,The Claim,2000.0,Michael Winterbottom Milla Jovovich  Sarah Polley Shirley Henderson Drama Romance Western
Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller,The Vatican Tapes,2015.0,Mark Neveldine Djimon Hounsou  Alison Lohman Dougray Scott Horror Thriller
Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker,Action Comedy Sci-Fi Thriller,Attack the Block,2011.0,Joe Cornish John Boyega  Luke Treadaway Jodie Whittaker Action Comedy Sci-Fi Thriller
Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Drama Romance War,In the Land of Blood and Honey,2011.0,Angelina Jolie Pitt Jelena Jovanova  Nikola Djuricko Branko Djuric Drama Romance War
Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia,Crime Thriller,The Call,2013.0,Brad Anderson Michael Imperioli  Tara Platt Roma Maffia Crime Thriller
John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,Action Drama History War,Operation Chromite,2016.0,John H. Lee Liam Neeson  Dean Dawson Jung-jae Lee Action Drama History War
John Stainton,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family,The Crocodile Hunter: Collision Course,2002.0,John Stainton Steve Irwin  Aden Young Steve Bastoni Action Adventure Comedy Family
Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,Biography Comedy Crime Drama Romance,I Love You Phillip Morris,2009.0,Glenn Ficarra Dameon Clarke  Louis Herthum Annie Golden Biography Comedy Crime Drama Romance
Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History,Quest for Fire,1981.0,Jean-Jacques Annaud Rae Dawn Chong  Everett McGill Gary Schwartz Adventure Drama History
Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,Biography Drama,Antwone Fisher,2002.0,Denzel Washington Denzel Washington  Kevin Connolly Derek Luke Biography Drama
Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama,The Emperor's Club,2002.0,Michael Hoffman Gabriel Millman  Embeth Davidtz Rob Morrow Drama
Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,Action Crime Drama Romance Thriller,True Romance,1993.0,Tony Scott Brad Pitt  Gary Oldman Michael Rapaport Action Crime Drama Romance Thriller
Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray,Drama Romance Sci-Fi,Womb,2010.0,Benedek Fliegauf Eva Green  Matt Smith Hannah Murray Drama Romance Sci-Fi
James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella,Crime Drama Mystery,Glengarry Glen Ross,1992.0,James Foley Kevin Spacey  Al Pacino Jude Ciccolella Crime Drama Mystery
Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime Drama Thriller,The Killer Inside Me,2010.0,Michael Winterbottom Liam Aiken  Ned Beatty Jay R. Ferguson Crime Drama Thriller
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,Cat People,1982.0,Paul Schrader Ed Begley Jr.  Ruby Dee John Heard Fantasy Horror Thriller
Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery,Sorority Row,2009.0,Stewart Hendler Julian Morris  Margo Harshman Rumer Willis Horror Mystery
John Cromwell,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,The Prisoner of Zenda,1937.0,John Cromwell David Niven  Mary Astor Ronald Colman Adventure Drama Romance
Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance,Lars and the Real Girl,2007.0,Craig Gillespie Ryan Gosling  Kelli Garner Paul Schneider Comedy Drama Romance
Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,The Boy in the Striped Pajamas,2008.0,Mark Herman Richard Johnson  Sheila Hancock Cara Horgan Drama War
Lars von Trier,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical,Dancer in the Dark,2000.0,Lars von Trier Catherine Deneuve  Udo Kier Björk Crime Drama Musical
Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance,Oscar and Lucinda,1997.0,Gillian Armstrong Tom Wilkinson  Richard Roxburgh Clive Russell Drama Romance
Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama,The Funeral,1996.0,Abel Ferrara Isabella Rossellini  Vincent Gallo Gretchen Mol Crime Drama
Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance,Solitary Man,2009.0,Brian Koppelman Jenna Fischer  David Costabile Richard Schiff Comedy Drama Romance
Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller,Machete,2010.0,Ethan Maniquis Robert De Niro  Don Johnson Cheech Marin Action Crime Thriller
George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama,Casino Jack,2010.0,George Hickenlooper Kevin Spacey  Eric Schweig Christian Campbell Biography Comedy Crime Drama
Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,The Land Before Time,1988.0,Don Bluth Judith Barsi  Gabriel Damon Bill Erwin Adventure Animation Family
Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War,Tae Guk Gi: The Brotherhood of War,2004.0,Je-kyu Kang Min-sik Choi  Bin Won Dong-gun Jang Action Drama War
William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport,The Perfect Game,2009.0,William Dear Clifton Collins Jr.  Cheech Marin Bruce McGill Comedy Drama Family Sport
William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,The Exorcist,1973.0,William Friedkin Ellen Burstyn  Linda Blair Lee J. Cobb Horror
Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,Jaws,1975.0,Steven Spielberg Roy Scheider  Robert Shaw Murray Hamilton Adventure Drama Thriller
Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy,American Pie,1999.0,Paul Weitz Alyson Hannigan  Shannon Elizabeth Natasha Lyonne Comedy
Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family,Ernest & Celestine,2012.0,Stéphane Aubier Mackenzie Foy  Megan Mullally Lambert Wilson Animation Comedy Crime Drama Family
Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,The Golden Child,1986.0,Michael Ritchie Victor Wong  Randall 'Tex' Cobb Charlotte Lewis Action Adventure Comedy Fantasy Mystery
Tim Story,Chris Brown,Romany Malco,Regina Hall,Comedy Romance,Think Like a Man,2012.0,Tim Story Chris Brown  Romany Malco Regina Hall Comedy Romance
Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama,Barbershop,2002.0,Tim Story Sean Patrick Thomas  Jason George Cedric the Entertainer Comedy Drama
Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,Star Trek II: The Wrath of Khan,1982.0,Nicholas Meyer Leonard Nimoy  Kirstie Alley Nichelle Nichols Action Adventure Sci-Fi
Tom Shadyac,Sean Young,Udo Kier,David Margulies,Comedy,Ace Ventura: Pet Detective,1994.0,Tom Shadyac Sean Young  Udo Kier David Margulies Comedy
John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller,WarGames,1983.0,John Badham Matthew Broderick  Barry Corbin Ally Sheedy Sci-Fi Thriller
Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller,Witness,1985.0,Peter Weir Harrison Ford  Viggo Mortensen Lukas Haas Crime Drama Romance Thriller
Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,Act of Valor,2012.0,Mike McCoy Alex Veadov  Jason Cottle Rorke Denver Action Adventure Drama Thriller War
Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance,Step Up,2006.0,Anne Fletcher Channing Tatum  Alyson Stoner Josh Henderson Crime Drama Music Romance
Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,Beavis and Butt-Head Do America,1996.0,Mike Judge Bruce Willis  Demi Moore John Doman Adventure Animation Comedy Crime
Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller,Jackie Brown,1997.0,Quentin Tarantino Robert De Niro  Sid Haig Robert Forster Crime Thriller
Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,Harold & Kumar Escape from Guantanamo Bay,2008.0,Jon Hurwitz Danneel Ackles  Eric Winter Beverly D'Angelo Adventure Comedy
Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,Chronicle,2012.0,Josh Trank Michael Kelly  Alex Russell Ashley Hinshaw Drama Sci-Fi Thriller
Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,Yentl,1983.0,Barbra Streisand Miriam Margolyes  Amy Irving Steven Hill Drama Musical Romance
Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,Time Bandits,1981.0,Terry Gilliam Shelley Duvall  Michael Palin Kenny Baker Adventure Comedy Fantasy Sci-Fi
Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,Comedy Drama,Crossroads,2002.0,Tamra Davis Britney Spears  Katherine Boecher Dave Allen Comedy Drama
Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,Project X,2012.0,Nima Nourizadeh Dax Flame  Kirby Bliss Blanton Oliver Cooper Comedy Crime
Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,Patton,1970.0,Franklin J. Schaffner George C. Scott  Karl Malden Bill Hickman Biography Drama War
Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,One Hour Photo,2002.0,Mark Romanek Robin Williams  Gary Cole Connie Nielsen Drama Thriller
John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,Quarantine,2008.0,John Erick Dowdle Andrew Fiscella  Jay Hernandez Dania Ramirez Horror Sci-Fi Thriller
David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,The Eye,2008.0,David Moreau Chloë Grace Moretz  Alessandro Nivola Obba Babatundé Horror Mystery
Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,Johnson Family Vacation,2004.0,Christopher Erskin Vanessa Williams  Shannon Elizabeth Shad Moss Comedy
Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,How High,2001.0,Jesse Dylan Hector Elizondo  Fred Willard T.J. Thyne Comedy Fantasy
Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,The Muppet Christmas Carol,1992.0,Brian Henson Steven Mackintosh  Jerry Nelson Steve Whitmire Comedy Drama Family Fantasy Musical
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,Casino Royale,2006.0,Martin Campbell Eva Green  Tobias Menzies Ivana Milicevic Action Adventure Thriller
Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,Frida,2002.0,Julie Taymor Salma Hayek  Roger Rees Valeria Golino Biography Drama Romance
Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,Katy Perry: Part of Me,2012.0,Dan Cutforth Lexie Contursi  Ashley Ashida Dixon Anthony Burrell Documentary Music
Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,The Fault in Our Stars,2014.0,Josh Boone Shailene Woodley  Sam Trammell Nat Wolff Drama Romance
John Dahl,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,Rounders,1998.0,John Dahl Matt Damon  Martin Landau Gretchen Mol Crime Drama
Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,Top Five,2014.0,Chris Rock Rosario Dawson  Romany Malco J.B. Smoove Comedy Romance
John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,Prophecy,1979.0,John Frankenheimer Talia Shire  Richard Dysart Robert Foxworth Horror Sci-Fi
David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,Stir of Echoes,1999.0,David Koepp Illeana Douglas  Kathryn Erbe Lusia Strus Horror Mystery Thriller
unknown,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,Spartacus: War of the Damned            ,0.0,unknown Peter Mensah  Kelvin Taylor Viva Bianca Action Adventure Biography Drama History
Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama,Philomena,2013.0,Stephen Frears Steve Coogan  Mare Winningham Peter Hermann Biography Drama
Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama,The Upside of Anger,2005.0,Mike Binder Alicia Witt  Erika Christensen Joan Allen Comedy Drama
Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller,The Boys from Brazil,1978.0,Franklin J. Schaffner Laurence Olivier  Anne Meara Steve Guttenberg Drama Thriller
Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance,Aquamarine,2006.0,Elizabeth Allen Rosenbaum Tammin Sursok  Joanna 'JoJo' Levesque Dichen Lachman Comedy Family Fantasy Romance
Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance,Paper Towns,2015.0,Jake Schreier Nat Wolff  Cara Delevingne Meg Crosbie Drama Mystery Romance
Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy,My Baby's Daddy,2004.0,Cheryl Dunye Michael Imperioli  Marsha Thomason Bai Ling Comedy
Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,Nebraska,2013.0,Alexander Payne Devin Ratray  Bruce Dern Will Forte Adventure Comedy Drama
Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,Tales from the Crypt: Demon Knight,1995.0,Ernest R. Dickerson CCH Pounder  Jada Pinkett Smith Gary Farmer Action Fantasy Horror Thriller
Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family,Max Keeble's Big Move,2001.0,Tim Hill Noel Fisher  Amber Valletta Larry Miller Comedy Crime Family
Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama,Young Adult,2011.0,Jason Reitman Charlize Theron  Patton Oswalt Collette Wolfe Comedy Drama
Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller,Crank,2006.0,Mark Neveldine Jason Statham  Edi Gathegi Jose Pablo Cantillo Action Crime Thriller
Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,How to Be a Player,1997.0,Lionel C. Martin Bernie Mac  Gilbert Gottfried Lark Voorhies Comedy
Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance,Living Out Loud,1998.0,Richard LaGravenese Holly Hunter  Eddie Cibrian Jenette Goldstein Comedy Drama Romance
Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport,Just Wright,2010.0,Sanaa Hamri Common  Laz Alonso Mehcad Brooks Comedy Romance Sport
Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance,Rachel Getting Married,2008.0,Jonathan Demme Anne Hathaway  Rosemarie DeWitt Bill Irwin Drama Romance
Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller,The Postman Always Rings Twice,1981.0,Bob Rafelson Anjelica Huston  Michael Lerner John Colicos Crime Drama Romance Thriller
Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance,Girl with a Pearl Earring,2003.0,Peter Webber Scarlett Johansson  Colin Firth Tom Wilkinson Biography Drama Romance
Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War,Das Boot,1981.0,Wolfgang Petersen Jürgen Prochnow  Martin Semmelrogge Herbert Grönemeyer Adventure Drama Thriller War
John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,The Alamo,2004.0,John Lee Hancock Dennis Quaid  Marc Blucas Jordi Mollà Drama History War Western
Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,Comedy,Sorority Boys,2002.0,Wallace Wolodarsky Heather Matarazzo  Barry Watson Harland Williams Comedy
Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance,About Time,2013.0,Richard Curtis Tom Hughes  Tom Hollander Lindsay Duncan Drama Fantasy Romance
Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,House of Flying Daggers,2004.0,Yimou Zhang Takeshi Kaneshiro  Andy Lau Zhengyong Zhang Action Adventure Drama Romance
Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller,Arbitrage,2012.0,Nicholas Jarecki Nate Parker  Curtiss Cook Reg E. Cathey Drama Thriller
Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller,Project Almanac,2015.0,Dean Israelite Gary Weeks  Jonny Weston Sofia Black-D'Elia Sci-Fi Thriller
Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music,Cadillac Records,2008.0,Darnell Martin Cedric the Entertainer  Veronika Dash Tammy Blanchard Biography Drama Music
Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime,Screwed,2000.0,Scott Alexander Sarah Silverman  Dave Chappelle Sherman Hemsley Comedy Crime
Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller,Fortress,1992.0,Stuart Gordon Christopher Lambert  Kurtwood Smith Clifton Collins Jr. Action Crime Sci-Fi Thriller
Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy,For Your Consideration,2006.0,Christopher Guest John Michael Higgins  Catherine O'Hara Ed Begley Jr. Comedy
Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy Drama,Celebrity,1998.0,Woody Allen Melanie Griffith  Aleksa Palladino Greg Mottola Comedy Drama
Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Comedy Drama,Running with Scissors,2006.0,Ryan Murphy Jill Clayburgh  Joseph Cross Dagmara Dominczyk Comedy Drama
Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Comedy Musical Romance,From Justin to Kelly,2003.0,Robert Iscove Anika Noni Rose  Kelly Clarkson Brian Dietzen Comedy Musical Romance
Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,Comedy Drama,Girl 6,1996.0,Spike Lee Michael Imperioli  Debi Mazar Gretchen Mol Comedy Drama
Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Mystery Thriller,In the Cut,2003.0,Jane Campion Jennifer Jason Leigh  Nick Damici Susan Gardner Mystery Thriller
James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,Drama Romance,Two Lovers,2008.0,James Gray Isabella Rossellini  Vinessa Shaw Samantha Ivers Drama Romance
Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,Drama,Last Orders,2001.0,Fred Schepisi Bob Hoskins  Ray Winstone JJ Feild Drama
Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,Comedy Drama Horror Sci-Fi,The Host,2006.0,Joon-ho Bong Doona Bae  Kang-ho Song Ah-sung Ko Comedy Drama Horror Sci-Fi
Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,Adventure Crime Thriller,The Pursuit of D.B. Cooper,1981.0,Roger Spottiswoode Robert Duvall  Treat Williams Paul Gleason Adventure Crime Thriller
Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,Fantasy Horror Thriller,Ravenous,1999.0,Antonia Bird Jeremy Davies  Jeffrey Jones David Arquette Fantasy Horror Thriller
Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis,Comedy Drama Romance,Charlie Bartlett,2007.0,Jon Poll Robert Downey Jr.  Megan Park Hope Davis Comedy Drama Romance
Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi,Drama,The Great Beauty,2013.0,Paolo Sorrentino Toni Servillo  Sabrina Ferilli Serena Grandi Drama
Peter Care,Kieran Culkin,Michael Harding,Jake Richardson,Comedy Drama,The Dangerous Lives of Altar Boys,2002.0,Peter Care Kieran Culkin  Michael Harding Jake Richardson Comedy Drama
Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Drama Thriller,Stoker,2013.0,Chan-wook Park Mia Wasikowska  Alden Ehrenreich Harmony Korine Drama Thriller
Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Drama Romance Sci-Fi,2046,2004.0,Kar-Wai Wong Li Gong  Tony Chiu Wai Leung Maggie Cheung Drama Romance Sci-Fi
Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,Crime Drama Romance,Married Life,2007.0,Ira Sachs David Richmond-Peck  Erin Boyes Timothy Webber Crime Drama Romance
